lakeName,latARU,latBsM,longARU,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID
NA,482404,53.9739,811911,-86.25172,48,2,4,53,9,7,81,1,9,86,2,5,17-4761-53604,16-5494-59810
NA,482404,49.90421,811911,-80.03334,48,2,4,49,9,0,81,1,9,80,0,3,17-4761-53604,17-5694-55282
NA,482404,49.77105,811911,-81.03836,48,2,4,49,7,7,81,1,9,81,0,3,17-4761-53604,17-4972-55128
NA,482404,49.33749,811911,-81.58852,48,2,4,49,3,3,81,1,9,81,5,8,17-4761-53604,17-4572-54649
NA,482404,49.74688,811911,-80.71109,48,2,4,49,7,4,81,1,9,80,7,1,17-4761-53604,17-5208-55103
NA,482404,48.46914,811911,-82.56376,48,2,4,48,4,6,81,1,9,82,5,6,17-4761-53604,17-3844-53694
NA,482404,47.73454,811911,-82.85545,48,2,4,47,7,3,81,1,9,82,8,5,17-4761-53604,17-3609-52882
NA,482404,47.33267,811911,-84.38602,48,2,4,47,3,3,81,1,9,84,3,8,17-4761-53604,16-6975-52452
NA,482404,46.85428,811911,-83.03,48,2,4,46,8,5,81,1,9,83,0,3,17-4761-53604,17-3453-51907
NA,482404,46.94007,811911,-81.21003,48,2,4,46,9,4,81,1,9,81,2,1,17-4761-53604,17-4840-51983
NA,482404,51.14351,811911,-87.96643,48,2,4,51,1,4,81,1,9,87,9,6,17-4761-53604,16-4324-56660
NA,482404,53.13145,811911,-88.30604,48,2,4,53,1,3,81,1,9,88,3,0,17-4761-53604,16-4137-58866
NA,482404,51.07751,811911,-92.21266,48,2,4,51,0,7,81,1,9,92,2,1,17-4761-53604,15-5552-56587
NA,482404,50.77244,811911,-93.35925,48,2,4,50,7,7,81,1,9,93,3,5,17-4761-53604,15-4747-56248
NA,482404,51.01365,811911,-91.87832,48,2,4,51,0,1,81,1,9,91,8,7,17-4761-53604,15-5787-56519
NA,482404,51.43954,811911,-91.98849,48,2,4,51,4,3,81,1,9,91,9,8,17-4761-53604,15-5703-56992
NA,482404,50.23158,811911,-92.91464,48,2,4,50,2,3,81,1,9,92,9,1,17-4761-53604,15-5060-55643
NA,482404,51.39459,811911,-92.99692,48,2,4,51,3,9,81,1,9,92,9,9,17-4761-53604,15-5001-56935
NA,482404,49.66803,811911,-91.95766,48,2,4,49,6,6,81,1,9,91,9,5,17-4761-53604,15-5752-55022
NA,482404,50.04994,811911,-94.11017,48,2,4,50,0,4,81,1,9,94,1,1,17-4761-53604,15-4205-55446
NA,482404,50.42502,811911,-94.68222,48,2,4,50,4,2,81,1,9,94,6,8,17-4761-53604,15-3805-55872
NA,482404,49.04998,811911,-92.1326,48,2,4,49,0,4,81,1,9,92,1,3,17-4761-53604,15-5634-54332
NA,482404,49.47489,811911,-93.8864,48,2,4,49,4,7,81,1,9,93,8,8,17-4761-53604,15-4356-54806
NA,482404,49.31937,811911,-92.05985,48,2,4,49,3,1,81,1,9,92,0,5,17-4761-53604,15-5684-54631
NA,482404,49.0399,811911,-92.30277,48,2,4,49,0,3,81,1,9,92,3,0,17-4761-53604,15-5510-54322
NA,482404,50.02724,811911,-89.98958,48,2,4,50,0,2,81,1,9,89,9,8,17-4761-53604,16-2858-55459
NA,482404,48.68681,811911,-88.92751,48,2,4,48,6,8,81,1,9,88,9,2,17-4761-53604,16-3582-53944
NA,482404,49.84691,811911,-90.27474,48,2,4,49,8,4,81,1,9,90,2,7,17-4761-53604,15-6959-55251
NA,482404,48.7435,811911,-90.60175,48,2,4,48,7,4,81,1,9,90,6,0,17-4761-53604,15-6763-54017
NA,482404,48.72577,811911,-88.25103,48,2,4,48,7,2,81,1,9,88,2,5,17-4761-53604,16-4080-53975
NA,482404,48.66914,811911,-88.99708,48,2,4,48,6,6,81,1,9,88,9,9,17-4761-53604,16-3530-53926
NA,482404,49.33108,811911,-89.98319,48,2,4,49,3,3,81,1,9,89,9,8,17-4761-53604,16-2832-54685
NA,482404,45.51274,811911,-80.08817,48,2,4,45,5,1,81,1,9,80,0,8,17-4761-53604,17-5717-50405
NA,482404,44.47321,811911,-78.41617,48,2,4,44,4,7,81,1,9,78,4,1,17-4761-53604,17-7055-49277
NA,482404,44.91805,811911,-77.19745,48,2,4,44,9,1,81,1,9,77,1,9,17-4761-53604,18-3267-49749
NA,480712,53.9739,811436,-86.25172,48,0,7,53,9,7,81,1,4,86,2,5,17-4819-53294,16-5494-59810
NA,480712,49.90421,811436,-80.03334,48,0,7,49,9,0,81,1,4,80,0,3,17-4819-53294,17-5694-55282
NA,480712,49.77105,811436,-81.03836,48,0,7,49,7,7,81,1,4,81,0,3,17-4819-53294,17-4972-55128
NA,480712,49.33749,811436,-81.58852,48,0,7,49,3,3,81,1,4,81,5,8,17-4819-53294,17-4572-54649
NA,480712,49.74688,811436,-80.71109,48,0,7,49,7,4,81,1,4,80,7,1,17-4819-53294,17-5208-55103
NA,480712,48.46914,811436,-82.56376,48,0,7,48,4,6,81,1,4,82,5,6,17-4819-53294,17-3844-53694
NA,480712,47.73454,811436,-82.85545,48,0,7,47,7,3,81,1,4,82,8,5,17-4819-53294,17-3609-52882
NA,480712,47.33267,811436,-84.38602,48,0,7,47,3,3,81,1,4,84,3,8,17-4819-53294,16-6975-52452
NA,480712,46.85428,811436,-83.03,48,0,7,46,8,5,81,1,4,83,0,3,17-4819-53294,17-3453-51907
NA,480712,46.94007,811436,-81.21003,48,0,7,46,9,4,81,1,4,81,2,1,17-4819-53294,17-4840-51983
NA,480712,51.14351,811436,-87.96643,48,0,7,51,1,4,81,1,4,87,9,6,17-4819-53294,16-4324-56660
NA,480712,53.13145,811436,-88.30604,48,0,7,53,1,3,81,1,4,88,3,0,17-4819-53294,16-4137-58866
NA,480712,51.07751,811436,-92.21266,48,0,7,51,0,7,81,1,4,92,2,1,17-4819-53294,15-5552-56587
NA,480712,50.77244,811436,-93.35925,48,0,7,50,7,7,81,1,4,93,3,5,17-4819-53294,15-4747-56248
NA,480712,51.01365,811436,-91.87832,48,0,7,51,0,1,81,1,4,91,8,7,17-4819-53294,15-5787-56519
NA,480712,51.43954,811436,-91.98849,48,0,7,51,4,3,81,1,4,91,9,8,17-4819-53294,15-5703-56992
NA,480712,50.23158,811436,-92.91464,48,0,7,50,2,3,81,1,4,92,9,1,17-4819-53294,15-5060-55643
NA,480712,51.39459,811436,-92.99692,48,0,7,51,3,9,81,1,4,92,9,9,17-4819-53294,15-5001-56935
NA,480712,49.66803,811436,-91.95766,48,0,7,49,6,6,81,1,4,91,9,5,17-4819-53294,15-5752-55022
NA,480712,50.04994,811436,-94.11017,48,0,7,50,0,4,81,1,4,94,1,1,17-4819-53294,15-4205-55446
NA,480712,50.42502,811436,-94.68222,48,0,7,50,4,2,81,1,4,94,6,8,17-4819-53294,15-3805-55872
NA,480712,49.04998,811436,-92.1326,48,0,7,49,0,4,81,1,4,92,1,3,17-4819-53294,15-5634-54332
NA,480712,49.47489,811436,-93.8864,48,0,7,49,4,7,81,1,4,93,8,8,17-4819-53294,15-4356-54806
NA,480712,49.31937,811436,-92.05985,48,0,7,49,3,1,81,1,4,92,0,5,17-4819-53294,15-5684-54631
NA,480712,49.0399,811436,-92.30277,48,0,7,49,0,3,81,1,4,92,3,0,17-4819-53294,15-5510-54322
NA,480712,50.02724,811436,-89.98958,48,0,7,50,0,2,81,1,4,89,9,8,17-4819-53294,16-2858-55459
NA,480712,48.68681,811436,-88.92751,48,0,7,48,6,8,81,1,4,88,9,2,17-4819-53294,16-3582-53944
NA,480712,49.84691,811436,-90.27474,48,0,7,49,8,4,81,1,4,90,2,7,17-4819-53294,15-6959-55251
NA,480712,48.7435,811436,-90.60175,48,0,7,48,7,4,81,1,4,90,6,0,17-4819-53294,15-6763-54017
NA,480712,48.72577,811436,-88.25103,48,0,7,48,7,2,81,1,4,88,2,5,17-4819-53294,16-4080-53975
NA,480712,48.66914,811436,-88.99708,48,0,7,48,6,6,81,1,4,88,9,9,17-4819-53294,16-3530-53926
NA,480712,49.33108,811436,-89.98319,48,0,7,49,3,3,81,1,4,89,9,8,17-4819-53294,16-2832-54685
NA,480712,45.51274,811436,-80.08817,48,0,7,45,5,1,81,1,4,80,0,8,17-4819-53294,17-5717-50405
NA,480712,44.47321,811436,-78.41617,48,0,7,44,4,7,81,1,4,78,4,1,17-4819-53294,17-7055-49277
NA,480712,44.91805,811436,-77.19745,48,0,7,44,9,1,81,1,4,77,1,9,17-4819-53294,18-3267-49749
NA,480712,53.9739,811436,-86.25172,48,0,7,53,9,7,81,1,4,86,2,5,17-4813-53311,16-5494-59810
NA,480712,49.90421,811436,-80.03334,48,0,7,49,9,0,81,1,4,80,0,3,17-4813-53311,17-5694-55282
NA,480712,49.77105,811436,-81.03836,48,0,7,49,7,7,81,1,4,81,0,3,17-4813-53311,17-4972-55128
NA,480712,49.33749,811436,-81.58852,48,0,7,49,3,3,81,1,4,81,5,8,17-4813-53311,17-4572-54649
NA,480712,49.74688,811436,-80.71109,48,0,7,49,7,4,81,1,4,80,7,1,17-4813-53311,17-5208-55103
NA,480712,48.46914,811436,-82.56376,48,0,7,48,4,6,81,1,4,82,5,6,17-4813-53311,17-3844-53694
NA,480712,47.73454,811436,-82.85545,48,0,7,47,7,3,81,1,4,82,8,5,17-4813-53311,17-3609-52882
NA,480712,47.33267,811436,-84.38602,48,0,7,47,3,3,81,1,4,84,3,8,17-4813-53311,16-6975-52452
NA,480712,46.85428,811436,-83.03,48,0,7,46,8,5,81,1,4,83,0,3,17-4813-53311,17-3453-51907
NA,480712,46.94007,811436,-81.21003,48,0,7,46,9,4,81,1,4,81,2,1,17-4813-53311,17-4840-51983
NA,480712,51.14351,811436,-87.96643,48,0,7,51,1,4,81,1,4,87,9,6,17-4813-53311,16-4324-56660
NA,480712,53.13145,811436,-88.30604,48,0,7,53,1,3,81,1,4,88,3,0,17-4813-53311,16-4137-58866
NA,480712,51.07751,811436,-92.21266,48,0,7,51,0,7,81,1,4,92,2,1,17-4813-53311,15-5552-56587
NA,480712,50.77244,811436,-93.35925,48,0,7,50,7,7,81,1,4,93,3,5,17-4813-53311,15-4747-56248
NA,480712,51.01365,811436,-91.87832,48,0,7,51,0,1,81,1,4,91,8,7,17-4813-53311,15-5787-56519
NA,480712,51.43954,811436,-91.98849,48,0,7,51,4,3,81,1,4,91,9,8,17-4813-53311,15-5703-56992
NA,480712,50.23158,811436,-92.91464,48,0,7,50,2,3,81,1,4,92,9,1,17-4813-53311,15-5060-55643
NA,480712,51.39459,811436,-92.99692,48,0,7,51,3,9,81,1,4,92,9,9,17-4813-53311,15-5001-56935
NA,480712,49.66803,811436,-91.95766,48,0,7,49,6,6,81,1,4,91,9,5,17-4813-53311,15-5752-55022
NA,480712,50.04994,811436,-94.11017,48,0,7,50,0,4,81,1,4,94,1,1,17-4813-53311,15-4205-55446
NA,480712,50.42502,811436,-94.68222,48,0,7,50,4,2,81,1,4,94,6,8,17-4813-53311,15-3805-55872
NA,480712,49.04998,811436,-92.1326,48,0,7,49,0,4,81,1,4,92,1,3,17-4813-53311,15-5634-54332
NA,480712,49.47489,811436,-93.8864,48,0,7,49,4,7,81,1,4,93,8,8,17-4813-53311,15-4356-54806
NA,480712,49.31937,811436,-92.05985,48,0,7,49,3,1,81,1,4,92,0,5,17-4813-53311,15-5684-54631
NA,480712,49.0399,811436,-92.30277,48,0,7,49,0,3,81,1,4,92,3,0,17-4813-53311,15-5510-54322
NA,480712,50.02724,811436,-89.98958,48,0,7,50,0,2,81,1,4,89,9,8,17-4813-53311,16-2858-55459
NA,480712,48.68681,811436,-88.92751,48,0,7,48,6,8,81,1,4,88,9,2,17-4813-53311,16-3582-53944
NA,480712,49.84691,811436,-90.27474,48,0,7,49,8,4,81,1,4,90,2,7,17-4813-53311,15-6959-55251
NA,480712,48.7435,811436,-90.60175,48,0,7,48,7,4,81,1,4,90,6,0,17-4813-53311,15-6763-54017
NA,480712,48.72577,811436,-88.25103,48,0,7,48,7,2,81,1,4,88,2,5,17-4813-53311,16-4080-53975
NA,480712,48.66914,811436,-88.99708,48,0,7,48,6,6,81,1,4,88,9,9,17-4813-53311,16-3530-53926
NA,480712,49.33108,811436,-89.98319,48,0,7,49,3,3,81,1,4,89,9,8,17-4813-53311,16-2832-54685
NA,480712,45.51274,811436,-80.08817,48,0,7,45,5,1,81,1,4,80,0,8,17-4813-53311,17-5717-50405
NA,480712,44.47321,811436,-78.41617,48,0,7,44,4,7,81,1,4,78,4,1,17-4813-53311,17-7055-49277
NA,480712,44.91805,811436,-77.19745,48,0,7,44,9,1,81,1,4,77,1,9,17-4813-53311,18-3267-49749
NA,483805,53.9739,852422,-86.25172,48,3,8,53,9,7,85,2,4,86,2,5,16-6174-53879,16-5494-59810
NA,483805,49.90421,852422,-80.03334,48,3,8,49,9,0,85,2,4,80,0,3,16-6174-53879,17-5694-55282
NA,483805,49.77105,852422,-81.03836,48,3,8,49,7,7,85,2,4,81,0,3,16-6174-53879,17-4972-55128
NA,483805,49.33749,852422,-81.58852,48,3,8,49,3,3,85,2,4,81,5,8,16-6174-53879,17-4572-54649
NA,483805,49.74688,852422,-80.71109,48,3,8,49,7,4,85,2,4,80,7,1,16-6174-53879,17-5208-55103
NA,483805,48.46914,852422,-82.56376,48,3,8,48,4,6,85,2,4,82,5,6,16-6174-53879,17-3844-53694
NA,483805,47.73454,852422,-82.85545,48,3,8,47,7,3,85,2,4,82,8,5,16-6174-53879,17-3609-52882
NA,483805,47.33267,852422,-84.38602,48,3,8,47,3,3,85,2,4,84,3,8,16-6174-53879,16-6975-52452
NA,483805,46.85428,852422,-83.03,48,3,8,46,8,5,85,2,4,83,0,3,16-6174-53879,17-3453-51907
NA,483805,46.94007,852422,-81.21003,48,3,8,46,9,4,85,2,4,81,2,1,16-6174-53879,17-4840-51983
NA,483805,51.14351,852422,-87.96643,48,3,8,51,1,4,85,2,4,87,9,6,16-6174-53879,16-4324-56660
NA,483805,53.13145,852422,-88.30604,48,3,8,53,1,3,85,2,4,88,3,0,16-6174-53879,16-4137-58866
NA,483805,51.07751,852422,-92.21266,48,3,8,51,0,7,85,2,4,92,2,1,16-6174-53879,15-5552-56587
NA,483805,50.77244,852422,-93.35925,48,3,8,50,7,7,85,2,4,93,3,5,16-6174-53879,15-4747-56248
NA,483805,51.01365,852422,-91.87832,48,3,8,51,0,1,85,2,4,91,8,7,16-6174-53879,15-5787-56519
NA,483805,51.43954,852422,-91.98849,48,3,8,51,4,3,85,2,4,91,9,8,16-6174-53879,15-5703-56992
NA,483805,50.23158,852422,-92.91464,48,3,8,50,2,3,85,2,4,92,9,1,16-6174-53879,15-5060-55643
NA,483805,51.39459,852422,-92.99692,48,3,8,51,3,9,85,2,4,92,9,9,16-6174-53879,15-5001-56935
NA,483805,49.66803,852422,-91.95766,48,3,8,49,6,6,85,2,4,91,9,5,16-6174-53879,15-5752-55022
NA,483805,50.04994,852422,-94.11017,48,3,8,50,0,4,85,2,4,94,1,1,16-6174-53879,15-4205-55446
NA,483805,50.42502,852422,-94.68222,48,3,8,50,4,2,85,2,4,94,6,8,16-6174-53879,15-3805-55872
NA,483805,49.04998,852422,-92.1326,48,3,8,49,0,4,85,2,4,92,1,3,16-6174-53879,15-5634-54332
NA,483805,49.47489,852422,-93.8864,48,3,8,49,4,7,85,2,4,93,8,8,16-6174-53879,15-4356-54806
NA,483805,49.31937,852422,-92.05985,48,3,8,49,3,1,85,2,4,92,0,5,16-6174-53879,15-5684-54631
NA,483805,49.0399,852422,-92.30277,48,3,8,49,0,3,85,2,4,92,3,0,16-6174-53879,15-5510-54322
NA,483805,50.02724,852422,-89.98958,48,3,8,50,0,2,85,2,4,89,9,8,16-6174-53879,16-2858-55459
NA,483805,48.68681,852422,-88.92751,48,3,8,48,6,8,85,2,4,88,9,2,16-6174-53879,16-3582-53944
NA,483805,49.84691,852422,-90.27474,48,3,8,49,8,4,85,2,4,90,2,7,16-6174-53879,15-6959-55251
NA,483805,48.7435,852422,-90.60175,48,3,8,48,7,4,85,2,4,90,6,0,16-6174-53879,15-6763-54017
NA,483805,48.72577,852422,-88.25103,48,3,8,48,7,2,85,2,4,88,2,5,16-6174-53879,16-4080-53975
NA,483805,48.66914,852422,-88.99708,48,3,8,48,6,6,85,2,4,88,9,9,16-6174-53879,16-3530-53926
NA,483805,49.33108,852422,-89.98319,48,3,8,49,3,3,85,2,4,89,9,8,16-6174-53879,16-2832-54685
NA,483805,45.51274,852422,-80.08817,48,3,8,45,5,1,85,2,4,80,0,8,16-6174-53879,17-5717-50405
NA,483805,44.47321,852422,-78.41617,48,3,8,44,4,7,85,2,4,78,4,1,16-6174-53879,17-7055-49277
NA,483805,44.91805,852422,-77.19745,48,3,8,44,9,1,85,2,4,77,1,9,16-6174-53879,18-3267-49749
NA,483437,53.9739,854343,-86.25172,48,3,4,53,9,7,85,4,3,86,2,5,16-5938-53810,16-5494-59810
NA,483437,49.90421,854343,-80.03334,48,3,4,49,9,0,85,4,3,80,0,3,16-5938-53810,17-5694-55282
NA,483437,49.77105,854343,-81.03836,48,3,4,49,7,7,85,4,3,81,0,3,16-5938-53810,17-4972-55128
NA,483437,49.33749,854343,-81.58852,48,3,4,49,3,3,85,4,3,81,5,8,16-5938-53810,17-4572-54649
NA,483437,49.74688,854343,-80.71109,48,3,4,49,7,4,85,4,3,80,7,1,16-5938-53810,17-5208-55103
NA,483437,48.46914,854343,-82.56376,48,3,4,48,4,6,85,4,3,82,5,6,16-5938-53810,17-3844-53694
NA,483437,47.73454,854343,-82.85545,48,3,4,47,7,3,85,4,3,82,8,5,16-5938-53810,17-3609-52882
NA,483437,47.33267,854343,-84.38602,48,3,4,47,3,3,85,4,3,84,3,8,16-5938-53810,16-6975-52452
NA,483437,46.85428,854343,-83.03,48,3,4,46,8,5,85,4,3,83,0,3,16-5938-53810,17-3453-51907
NA,483437,46.94007,854343,-81.21003,48,3,4,46,9,4,85,4,3,81,2,1,16-5938-53810,17-4840-51983
NA,483437,51.14351,854343,-87.96643,48,3,4,51,1,4,85,4,3,87,9,6,16-5938-53810,16-4324-56660
NA,483437,53.13145,854343,-88.30604,48,3,4,53,1,3,85,4,3,88,3,0,16-5938-53810,16-4137-58866
NA,483437,51.07751,854343,-92.21266,48,3,4,51,0,7,85,4,3,92,2,1,16-5938-53810,15-5552-56587
NA,483437,50.77244,854343,-93.35925,48,3,4,50,7,7,85,4,3,93,3,5,16-5938-53810,15-4747-56248
NA,483437,51.01365,854343,-91.87832,48,3,4,51,0,1,85,4,3,91,8,7,16-5938-53810,15-5787-56519
NA,483437,51.43954,854343,-91.98849,48,3,4,51,4,3,85,4,3,91,9,8,16-5938-53810,15-5703-56992
NA,483437,50.23158,854343,-92.91464,48,3,4,50,2,3,85,4,3,92,9,1,16-5938-53810,15-5060-55643
NA,483437,51.39459,854343,-92.99692,48,3,4,51,3,9,85,4,3,92,9,9,16-5938-53810,15-5001-56935
NA,483437,49.66803,854343,-91.95766,48,3,4,49,6,6,85,4,3,91,9,5,16-5938-53810,15-5752-55022
NA,483437,50.04994,854343,-94.11017,48,3,4,50,0,4,85,4,3,94,1,1,16-5938-53810,15-4205-55446
NA,483437,50.42502,854343,-94.68222,48,3,4,50,4,2,85,4,3,94,6,8,16-5938-53810,15-3805-55872
NA,483437,49.04998,854343,-92.1326,48,3,4,49,0,4,85,4,3,92,1,3,16-5938-53810,15-5634-54332
NA,483437,49.47489,854343,-93.8864,48,3,4,49,4,7,85,4,3,93,8,8,16-5938-53810,15-4356-54806
NA,483437,49.31937,854343,-92.05985,48,3,4,49,3,1,85,4,3,92,0,5,16-5938-53810,15-5684-54631
NA,483437,49.0399,854343,-92.30277,48,3,4,49,0,3,85,4,3,92,3,0,16-5938-53810,15-5510-54322
NA,483437,50.02724,854343,-89.98958,48,3,4,50,0,2,85,4,3,89,9,8,16-5938-53810,16-2858-55459
NA,483437,48.68681,854343,-88.92751,48,3,4,48,6,8,85,4,3,88,9,2,16-5938-53810,16-3582-53944
NA,483437,49.84691,854343,-90.27474,48,3,4,49,8,4,85,4,3,90,2,7,16-5938-53810,15-6959-55251
NA,483437,48.7435,854343,-90.60175,48,3,4,48,7,4,85,4,3,90,6,0,16-5938-53810,15-6763-54017
NA,483437,48.72577,854343,-88.25103,48,3,4,48,7,2,85,4,3,88,2,5,16-5938-53810,16-4080-53975
NA,483437,48.66914,854343,-88.99708,48,3,4,48,6,6,85,4,3,88,9,9,16-5938-53810,16-3530-53926
NA,483437,49.33108,854343,-89.98319,48,3,4,49,3,3,85,4,3,89,9,8,16-5938-53810,16-2832-54685
NA,483437,45.51274,854343,-80.08817,48,3,4,45,5,1,85,4,3,80,0,8,16-5938-53810,17-5717-50405
NA,483437,44.47321,854343,-78.41617,48,3,4,44,4,7,85,4,3,78,4,1,16-5938-53810,17-7055-49277
NA,483437,44.91805,854343,-77.19745,48,3,4,44,9,1,85,4,3,77,1,9,16-5938-53810,18-3267-49749
NA,483437,53.9739,854343,-86.25172,48,3,4,53,9,7,85,4,3,86,2,5,16-5917-53779,16-5494-59810
NA,483437,49.90421,854343,-80.03334,48,3,4,49,9,0,85,4,3,80,0,3,16-5917-53779,17-5694-55282
NA,483437,49.77105,854343,-81.03836,48,3,4,49,7,7,85,4,3,81,0,3,16-5917-53779,17-4972-55128
NA,483437,49.33749,854343,-81.58852,48,3,4,49,3,3,85,4,3,81,5,8,16-5917-53779,17-4572-54649
NA,483437,49.74688,854343,-80.71109,48,3,4,49,7,4,85,4,3,80,7,1,16-5917-53779,17-5208-55103
NA,483437,48.46914,854343,-82.56376,48,3,4,48,4,6,85,4,3,82,5,6,16-5917-53779,17-3844-53694
NA,483437,47.73454,854343,-82.85545,48,3,4,47,7,3,85,4,3,82,8,5,16-5917-53779,17-3609-52882
NA,483437,47.33267,854343,-84.38602,48,3,4,47,3,3,85,4,3,84,3,8,16-5917-53779,16-6975-52452
NA,483437,46.85428,854343,-83.03,48,3,4,46,8,5,85,4,3,83,0,3,16-5917-53779,17-3453-51907
NA,483437,46.94007,854343,-81.21003,48,3,4,46,9,4,85,4,3,81,2,1,16-5917-53779,17-4840-51983
NA,483437,51.14351,854343,-87.96643,48,3,4,51,1,4,85,4,3,87,9,6,16-5917-53779,16-4324-56660
NA,483437,53.13145,854343,-88.30604,48,3,4,53,1,3,85,4,3,88,3,0,16-5917-53779,16-4137-58866
NA,483437,51.07751,854343,-92.21266,48,3,4,51,0,7,85,4,3,92,2,1,16-5917-53779,15-5552-56587
NA,483437,50.77244,854343,-93.35925,48,3,4,50,7,7,85,4,3,93,3,5,16-5917-53779,15-4747-56248
NA,483437,51.01365,854343,-91.87832,48,3,4,51,0,1,85,4,3,91,8,7,16-5917-53779,15-5787-56519
NA,483437,51.43954,854343,-91.98849,48,3,4,51,4,3,85,4,3,91,9,8,16-5917-53779,15-5703-56992
NA,483437,50.23158,854343,-92.91464,48,3,4,50,2,3,85,4,3,92,9,1,16-5917-53779,15-5060-55643
NA,483437,51.39459,854343,-92.99692,48,3,4,51,3,9,85,4,3,92,9,9,16-5917-53779,15-5001-56935
NA,483437,49.66803,854343,-91.95766,48,3,4,49,6,6,85,4,3,91,9,5,16-5917-53779,15-5752-55022
NA,483437,50.04994,854343,-94.11017,48,3,4,50,0,4,85,4,3,94,1,1,16-5917-53779,15-4205-55446
NA,483437,50.42502,854343,-94.68222,48,3,4,50,4,2,85,4,3,94,6,8,16-5917-53779,15-3805-55872
NA,483437,49.04998,854343,-92.1326,48,3,4,49,0,4,85,4,3,92,1,3,16-5917-53779,15-5634-54332
NA,483437,49.47489,854343,-93.8864,48,3,4,49,4,7,85,4,3,93,8,8,16-5917-53779,15-4356-54806
NA,483437,49.31937,854343,-92.05985,48,3,4,49,3,1,85,4,3,92,0,5,16-5917-53779,15-5684-54631
NA,483437,49.0399,854343,-92.30277,48,3,4,49,0,3,85,4,3,92,3,0,16-5917-53779,15-5510-54322
NA,483437,50.02724,854343,-89.98958,48,3,4,50,0,2,85,4,3,89,9,8,16-5917-53779,16-2858-55459
NA,483437,48.68681,854343,-88.92751,48,3,4,48,6,8,85,4,3,88,9,2,16-5917-53779,16-3582-53944
NA,483437,49.84691,854343,-90.27474,48,3,4,49,8,4,85,4,3,90,2,7,16-5917-53779,15-6959-55251
NA,483437,48.7435,854343,-90.60175,48,3,4,48,7,4,85,4,3,90,6,0,16-5917-53779,15-6763-54017
NA,483437,48.72577,854343,-88.25103,48,3,4,48,7,2,85,4,3,88,2,5,16-5917-53779,16-4080-53975
NA,483437,48.66914,854343,-88.99708,48,3,4,48,6,6,85,4,3,88,9,9,16-5917-53779,16-3530-53926
NA,483437,49.33108,854343,-89.98319,48,3,4,49,3,3,85,4,3,89,9,8,16-5917-53779,16-2832-54685
NA,483437,45.51274,854343,-80.08817,48,3,4,45,5,1,85,4,3,80,0,8,16-5917-53779,17-5717-50405
NA,483437,44.47321,854343,-78.41617,48,3,4,44,4,7,85,4,3,78,4,1,16-5917-53779,17-7055-49277
NA,483437,44.91805,854343,-77.19745,48,3,4,44,9,1,85,4,3,77,1,9,16-5917-53779,18-3267-49749
NA,483437,53.9739,854343,-86.25172,48,3,4,53,9,7,85,4,3,86,2,5,16-5923-53790,16-5494-59810
NA,483437,49.90421,854343,-80.03334,48,3,4,49,9,0,85,4,3,80,0,3,16-5923-53790,17-5694-55282
NA,483437,49.77105,854343,-81.03836,48,3,4,49,7,7,85,4,3,81,0,3,16-5923-53790,17-4972-55128
NA,483437,49.33749,854343,-81.58852,48,3,4,49,3,3,85,4,3,81,5,8,16-5923-53790,17-4572-54649
NA,483437,49.74688,854343,-80.71109,48,3,4,49,7,4,85,4,3,80,7,1,16-5923-53790,17-5208-55103
NA,483437,48.46914,854343,-82.56376,48,3,4,48,4,6,85,4,3,82,5,6,16-5923-53790,17-3844-53694
NA,483437,47.73454,854343,-82.85545,48,3,4,47,7,3,85,4,3,82,8,5,16-5923-53790,17-3609-52882
NA,483437,47.33267,854343,-84.38602,48,3,4,47,3,3,85,4,3,84,3,8,16-5923-53790,16-6975-52452
NA,483437,46.85428,854343,-83.03,48,3,4,46,8,5,85,4,3,83,0,3,16-5923-53790,17-3453-51907
NA,483437,46.94007,854343,-81.21003,48,3,4,46,9,4,85,4,3,81,2,1,16-5923-53790,17-4840-51983
NA,483437,51.14351,854343,-87.96643,48,3,4,51,1,4,85,4,3,87,9,6,16-5923-53790,16-4324-56660
NA,483437,53.13145,854343,-88.30604,48,3,4,53,1,3,85,4,3,88,3,0,16-5923-53790,16-4137-58866
NA,483437,51.07751,854343,-92.21266,48,3,4,51,0,7,85,4,3,92,2,1,16-5923-53790,15-5552-56587
NA,483437,50.77244,854343,-93.35925,48,3,4,50,7,7,85,4,3,93,3,5,16-5923-53790,15-4747-56248
NA,483437,51.01365,854343,-91.87832,48,3,4,51,0,1,85,4,3,91,8,7,16-5923-53790,15-5787-56519
NA,483437,51.43954,854343,-91.98849,48,3,4,51,4,3,85,4,3,91,9,8,16-5923-53790,15-5703-56992
NA,483437,50.23158,854343,-92.91464,48,3,4,50,2,3,85,4,3,92,9,1,16-5923-53790,15-5060-55643
NA,483437,51.39459,854343,-92.99692,48,3,4,51,3,9,85,4,3,92,9,9,16-5923-53790,15-5001-56935
NA,483437,49.66803,854343,-91.95766,48,3,4,49,6,6,85,4,3,91,9,5,16-5923-53790,15-5752-55022
NA,483437,50.04994,854343,-94.11017,48,3,4,50,0,4,85,4,3,94,1,1,16-5923-53790,15-4205-55446
NA,483437,50.42502,854343,-94.68222,48,3,4,50,4,2,85,4,3,94,6,8,16-5923-53790,15-3805-55872
