lakeName,ARU_LID,LATITUDE,LONGITUDE,latD,latM1,latM2,longD,longM1,longM2,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
Little Evening,15-4749-55496,500601,932106,50,0,6,93,2,1,Little,Evening,Little Evening,TRUE,2,
Little Eye,15-5895-54105,485036,914651,48,5,0,91,4,6,Little,Eye,Little Eye,TRUE,2,
High Falls,17-5765-52461,472157,795915,47,2,1,79,5,9,High,Falls,High Falls,TRUE,2,
Three Finger,16-5502-53970,484333,861903,48,4,3,86,1,9,Three,Finger,Three Finger,TRUE,2,
Little Fire,16-7174-53907,483801,840259,48,3,8,84,0,2,Little,Fire,Little Fire,TRUE,2,
Lower Fish,18-3674-50122,451510,764124,45,1,5,76,4,1,Lower,Fish,Lower Fish,TRUE,2,
Upper Fish,18-3668-50126,451523,764152,45,1,5,76,4,1,Upper,Fish,Upper Fish,TRUE,2,
Lower Fletcher,17-6699-50230,452032,784954,45,2,0,78,4,9,Lower,Fletcher,Lower Fletcher,TRUE,2,
Little Flood,16-6171-54022,NA,NA,NA,NA,NA,NA,NA,NA,Little,Flood,Little Flood,TRUE,2,
South Floodwood,17-5499-54692,492233,801845,49,2,2,80,1,8,South,Floodwood,South Floodwood,TRUE,2,
La Force,17-5818-50011,450940,795735,45,0,9,79,5,7,La,Force,La Force,TRUE,2,
Lower Forks,17-4887-53284,480640,810907,48,0,6,81,0,9,Lower,Forks,Lower Forks,TRUE,2,
West Fox,16-4570-54242,485816,873513,48,5,8,87,3,5,West,Fox,West Fox,TRUE,2,
La France,18-3677-49940,450522,764053,45,0,5,76,4,0,La,France,La France,TRUE,2,
Lac La France,17-5384-54643,491957,802816,49,1,9,80,2,8,La,"France,","La France, La.",FALSE,3,
St. Francis,18-2947-50794,455023,773838,45,5,0,77,3,8,St.,Francis,St. Francis,TRUE,2,
Little Frey,17-4328-53611,482406,815429,48,2,4,81,5,4,Little,Frey,Little Frey,TRUE,2,
Little Fry,17-5503-52134,470428,802015,47,0,4,80,2,0,Little,Fry,Little Fry,TRUE,2,
Lower Fry,17-6040-50290,452431,794018,45,2,4,79,4,0,Lower,Fry,Lower Fry,TRUE,2,
Upper Fry,17-6058-50295,452447,793851,45,2,4,79,3,8,Upper,Fry,Upper Fry,TRUE,2,
Lower Furlonge,15-4731-54371,490517,932208,49,0,5,93,2,2,Lower,Furlonge,Lower Furlonge,TRUE,2,
East Galipo,17-7017-50277,452233,782527,45,2,2,78,2,5,East,Galipo,East Galipo,TRUE,2,
North Galipo,17-6994-50283,452253,782710,45,2,2,78,2,7,North,Galipo,North Galipo,TRUE,2,
South Galipo,17-7000-50268,452206,782646,45,2,2,78,2,6,South,Galipo,South Galipo,TRUE,2,
West Galipo,17-6986-50278,452240,782750,45,2,2,78,2,7,West,Galipo,West Galipo,TRUE,2,
Lower Galla,17-5874-49906,450357,795325,45,0,3,79,5,3,Lower,Galla,Lower Galla,TRUE,2,
North Gamble,17-5109-52765,NA,NA,NA,NA,NA,NA,NA,NA,North,Gamble,North Gamble,TRUE,2,
Little Garvin,18-3358-50246,452129,770545,45,2,1,77,0,5,Little,Garvin,Little Garvin,TRUE,2,
Golden Gate,16-3763-54156,485259,884114,48,5,2,88,4,1,Golden,Gate,Golden Gate,TRUE,2,
De Gaulle,17-6997-49493,444015,782849,44,4,0,78,2,8,De,Gaulle,De Gaulle,TRUE,2,
Little George,16-7158-51580,463235,841109,46,3,2,84,1,1,Little,George,Little George,TRUE,2,
St. George,17-6285-49544,444400,792237,44,4,4,79,2,2,St.,"George,","St. George,",TRUE,2,
Big Gibson,17-7182-51266,461536,781007,46,1,5,78,1,0,Big,Gibson,Big Gibson,TRUE,2,
Little Gibson,17-5135-53663,482705,804902,48,2,7,80,4,9,Little,Gibson,Little Gibson,TRUE,2,
Little Gillies,17-5868-52359,471623,795107,47,1,6,79,5,1,Little,Gillies,Little Gillies,TRUE,2,
Little Glamor,17-7076-49835,445836,782203,44,5,8,78,2,2,Little,Glamor,Little Glamor,TRUE,2,
Little Goat,17-2998-54259,485721,834407,48,5,7,83,4,4,Little,Goat,Little Goat,TRUE,2,
East Godson,15-5187-54948,493627,924429,49,3,6,92,4,4,East,Godson,East Godson,TRUE,2,
Little Golder,15-4561-55533,500756,933652,50,0,7,93,3,6,Little,Golder,Little Golder,TRUE,2,
Blue Goose,16-7039-55410,495919,840918,49,5,9,84,0,9,Blue,Goose,Blue Goose,TRUE,2,
Flying Goose,17-3808-51397,462407,823302,46,2,4,82,3,3,Flying,Goose,Flying Goose,TRUE,2,
Upper Goose,15-5171-57308,514348,924506,51,4,3,92,4,5,Upper,Goose,Upper Goose,TRUE,2,
Little Gordon,15-4452-55268,NA,NA,NA,NA,NA,NA,NA,NA,Little,Gordon,Little Gordon,TRUE,2,
First Government,16-6549-54524,491225,845226,49,1,2,84,5,2,First,Government,First Government,TRUE,2,
Second Government,16-6532-54512,491147,845349,49,1,1,84,5,3,Second,Government,Second Government,TRUE,2,
North Grace,17-6940-50350,452637,783109,45,2,6,78,3,1,North,Grace,North Grace,TRUE,2,
Three Graces,17-5452-54238,NA,NA,NA,NA,NA,NA,NA,NA,Three,Graces,Three Graces,TRUE,2,
South Granite,17-4837-52590,472909,811258,47,2,9,81,1,2,South,Granite,South Granite,TRUE,2,
Prairie Grass,17-3155-52376,471603,832620,47,1,6,83,2,6,Prairie,Grass,Prairie Grass,TRUE,2,
Little Grassy,17-7233-49607,444600,781043,44,4,6,78,1,0,Little,Grassy,Little Grassy,TRUE,2,
Upper Grassy,17-4834-52897,474544,811317,47,4,5,81,1,3,Upper,Grassy,Upper Grassy,TRUE,2,
Upper Grassy,17-7238-49608,444602,781017,44,4,6,78,1,0,Upper,Grassy,Upper Grassy,TRUE,2,
Big Gravel,18-3464-49898,450248,765703,45,0,2,76,5,7,Big,Gravel,Big Gravel,TRUE,2,
Little Green,18-3741-50066,451214,763613,45,1,2,76,3,6,Little,Green,Little Green,TRUE,2,
Little Green,18-3513-49801,445737,765307,44,5,7,76,5,3,Little,Green,Little Green,TRUE,2,
Upper Green,17-3840-52215,470819,823145,47,0,8,82,3,1,Upper,Green,Upper Green,TRUE,2,
Upper Green,17-4452-52066,470044,814317,47,0,0,81,4,3,Upper,Green,Upper Green,TRUE,2,
South Greenhill,17-2866-53707,482718,835313,48,2,7,83,5,3,South,Greenhill,South Greenhill,TRUE,2,
Doc Greig,16-6652-52618,472926,844824,47,2,9,84,4,8,Doc,Greig,Doc Greig,TRUE,2,
Upper Grindstone,17-3221-51761,464302,831938,46,4,3,83,1,9,Upper,Grindstone,Upper Grindstone,TRUE,2,
Le Grou,17-5853-50778,455102,795405,45,5,1,79,5,4,Le,Grou,Le Grou,TRUE,2,
Making Ground,16-5236-54883,493255,864025,49,3,2,86,4,0,Making,Ground,Making Ground,TRUE,2,
Big Gull,17-4364-53597,482322,815133,48,2,3,81,5,1,Big,Gull,Big Gull,TRUE,2,
Big Gull,18-3453-49652,444933,765724,44,4,9,76,5,7,Big,Gull,Big Gull,TRUE,2,
Little Gull,15-6024-54365,490429,913551,49,0,4,91,3,5,Little,Gull,Little Gull,TRUE,2,
Little Gull,17-4347-53581,482230,815252,48,2,2,81,5,2,Little,Gull,Little Gull,TRUE,2,
Little Gull,17-6730-49676,445034,784839,44,5,0,78,4,8,Little,Gull,Little Gull,TRUE,2,
Little Gull,18-3420-49383,NA,NA,NA,NA,NA,NA,NA,NA,Little,Gull,Little Gull,TRUE,2,
Big Gully,17-6144-49650,444953,793311,44,4,9,79,3,3,Big,Gully,Big Gully,TRUE,2,
Sucker Gut,17-5555-52425,472009,801555,47,2,0,80,1,5,Sucker,Gut,Sucker Gut,TRUE,2,
South Hammer,16-6402-53603,482256,850623,48,2,2,85,0,6,South,Hammer,South Hammer,TRUE,2,
Little Hannah,17-4575-51167,461215,813302,46,1,2,81,3,3,Little,Hannah,Little Hannah,TRUE,2,
Little Harburn,17-7007-50104,451313,782636,45,1,3,78,2,6,Little,Harburn,Little Harburn,TRUE,2,
Big Hardings,17-7292-49879,450033,780531,45,0,0,78,0,5,Big,Hardings,Big Hardings,TRUE,2,
East Hardtack,15-6012-54215,485625,913704,48,5,6,91,3,7,East,Hardtack,East Hardtack,TRUE,2,
March Hare,17-6800-50482,453356,784136,45,3,3,78,4,1,March,Hare,March Hare,TRUE,2,
West Harry,17-6701-50451,453225,784917,45,3,2,78,4,9,West,Harry,West Harry,TRUE,2,
Little Hart,16-6946-55113,494329,841758,49,4,3,84,1,7,Little,Hart,Little Hart,TRUE,2,
Upper Hatchet,15-4065-56473,505819,941954,50,5,8,94,1,9,Upper,Hatchet,Upper Hatchet,TRUE,2,
North Havelock,17-6876-50202,451845,783626,45,1,8,78,3,6,North,Havelock,North Havelock,TRUE,2,
Big Hawk,17-6779-50032,450941,784410,45,0,9,78,4,4,Big,Hawk,Big Hawk,TRUE,2,
Blue Hawk,17-7010-49861,450008,782658,45,0,0,78,2,6,Blue,Hawk,Blue Hawk,TRUE,2,
Little Hawk,17-6802-50021,450905,784226,45,0,9,78,4,2,Little,Hawk,Little Hawk,TRUE,2,
Night Hawk,17-5018-53686,482822,805833,48,2,8,80,5,8,Night,Hawk,Night Hawk,TRUE,2,
West Hawk,15-5610-54714,492339,920931,49,2,3,92,0,9,West,Hawk,West Hawk,TRUE,2,
Little Hawkcliff,15-4594-54978,493759,933346,49,3,7,93,3,3,Little,Hawkcliff,Little Hawkcliff,TRUE,2,
Little Hay,17-7144-50262,452132,781546,45,2,1,78,1,5,Little,Hay,Little Hay,TRUE,2,
Lower Hay,17-7188-50318,452425,781215,45,2,4,78,1,2,Lower,Hay,Lower Hay,TRUE,2,
Elephant Head,17-4721-52696,473451,812215,47,3,4,81,2,2,Elephant,Head,Elephant Head,TRUE,2,
West Headstone,17-7162-50499,453415,781343,45,3,4,78,1,3,West,Headstone,West Headstone,TRUE,2,
North Healey,17-6424-49950,450546,791127,45,0,5,79,1,1,North,Healey,North Healey,TRUE,2,
Little High,17-6400-51494,462910,791035,46,2,9,79,1,0,Little,High,Little High,TRUE,2,
Fire Hill,16-4175-54303,490119,880741,49,0,1,88,0,7,Fire,Hill,Fire Hill,TRUE,2,
East Hillsport,16-6088-54819,492855,852954,49,2,8,85,2,9,East,Hillsport,East Hillsport,TRUE,2,
North Hodgins,17-4794-49578,444632,811539,44,4,6,81,1,5,North,Hodgins,North Hodgins,TRUE,2,
Pot Hole,17-5180-54770,492650,804504,49,2,6,80,4,5,Pot,Hole,Pot Hole,TRUE,2,
Sink Hole,17-6634-48783,440230,785737,44,0,2,78,5,7,Sink,Hole,Sink Hole,TRUE,2,
Go Home,17-5910-49842,450026,795042,45,0,0,79,5,0,Go,Home,Go Home,TRUE,2,
Sharp Hoof,17-3287-53568,482037,831842,48,2,0,83,1,8,Sharp,Hoof,Sharp Hoof,TRUE,2,
Big Hoover,17-6600-50345,452653,785713,45,2,6,78,5,7,Big,Hoover,Big Hoover,TRUE,2,
Port Hope,17-7359-49812,445650,780037,44,5,6,78,0,0,Port,Hope,Port Hope,TRUE,2,
Dead Horse,17-6400-50781,455040,791150,45,5,0,79,1,1,Dead,Horse,Dead Horse,TRUE,2,
One Horse,17-2784-51573,463206,835324,46,3,2,83,5,3,One,Horse,One Horse,TRUE,2,
Red Horse,18-4143-49324,443230,760445,44,3,2,76,0,4,Red,Horse,Red Horse,TRUE,2,
Two Horse,17-2794-51560,463124,835233,46,3,1,83,5,2,Two,Horse,Two Horse,TRUE,2,
Big Horseshoe,17-3430-51737,464201,830312,46,4,2,83,0,3,Big,Horseshoe,Big Horseshoe,TRUE,2,
Frederick House,17-5046-53895,483938,805617,48,3,9,80,5,6,Frederick,House,Frederick House,TRUE,2,
Wolf Howl,15-5300-54766,492634,923509,49,2,6,92,3,5,Wolf,Howl,Wolf Howl,TRUE,2,
Blackstone Hr.,17-5796-50014,450949,795913,45,0,9,79,5,9,Blackstone,Hr.,Blackstone Hr.,TRUE,2,
North Hubert,16-6930-52450,471954,842646,47,1,9,84,2,6,North,Hubert,North Hubert,TRUE,2,
Little Hungry,17-6538-50439,453201,790149,45,3,2,79,0,1,Little,Hungry,Little Hungry,TRUE,2,
Upper Hunters,16-3723-53954,NA,NA,NA,NA,NA,NA,NA,NA,Upper,Hunters,Upper Hunters,TRUE,2,
West Huronian,15-6615-53955,484138,904819,48,4,1,90,4,8,West,Huronian,West Huronian,TRUE,2,
Hush Hush,17-5721-52206,470812,800255,47,0,8,80,0,2,Hush,Hush,Hush Hush,TRUE,2,
Lac des Iles,16-3103-54530,491208,893617,49,1,2,89,3,6,des,"Iles,","des Iles, La.",FALSE,3,
Big Indian,17-4423-54705,492312,814742,49,2,3,81,4,7,Big,Indian,Big Indian,TRUE,2,
Little Indian,15-5991-54828,492930,913756,49,2,9,91,3,7,Little,Indian,Little Indian,TRUE,2,
South Inverness,17-4476-52416,471939,814136,47,1,9,81,4,1,South,Inverness,South Inverness,TRUE,2,
Little Irene,15-6005-54371,490451,913727,49,0,4,91,3,7,Little,Irene,Little Irene,TRUE,2,
Flat Iron,18-3139-50699,454535,772336,45,4,5,77,2,3,Flat,Iron,Flat Iron,TRUE,2,
South Iron,17-5723-51858,464926,800309,46,4,9,80,0,3,South,Iron,South Iron,TRUE,2,
Ant Island,17-4236-53250,480431,820133,48,0,4,82,0,1,Ant,Island,Ant Island,TRUE,2,
Big Island,15-4298-55335,495706,935841,49,5,7,93,5,8,Big,Island,Big Island,TRUE,2,
Buffalo Island,16-6453-54474,490951,850027,49,0,9,85,0,0,Buffalo,Island,Buffalo Island,TRUE,2,
Burnt Island,15-6584-54061,484723,905035,48,4,7,90,5,0,Burnt,Island,Burnt Island,TRUE,2,
Burnt Island,17-6840-50576,453857,783819,45,3,8,78,3,8,Burnt,Island,Burnt Island,TRUE,2,
Cherry Island,17-6222-50078,451254,792639,45,1,2,79,2,6,Cherry,Island,Cherry Island,TRUE,2,
Four Island,17-5483-54805,492837,802001,49,2,8,80,2,0,Four,Island,Four Island,TRUE,2,
Little Island,17-3018-53140,475701,833917,47,5,7,83,3,9,Little,Island,Little Island,TRUE,2,
Little Island,17-6847-50441,453140,783807,45,3,1,78,3,8,Little,Island,Little Island,TRUE,2,
Lower Island,16-7087-51716,464002,841617,46,4,0,84,1,6,Lower,Island,Lower Island,TRUE,2,
One Island,15-4708-55595,501121,932433,50,1,1,93,2,4,One,Island,One Island,TRUE,2,
One Island,16-3212-53907,483845,892538,48,3,8,89,2,5,One,Island,One Island,TRUE,2,
One Island,16-6114-53657,482610,852939,48,2,6,85,2,9,One,Island,One Island,TRUE,2,
One Island,17-6817-50109,451348,784108,45,1,3,78,4,1,One,Island,One Island,TRUE,2,
Pine Island,17-3078-51644,463628,833033,46,3,6,83,3,0,Pine,Island,Pine Island,TRUE,2,
Rock Island,17-6131-51591,463440,793125,46,3,4,79,3,1,Rock,Island,Rock Island,TRUE,2,
Rock Island,17-5579-50446,453315,801529,45,3,3,80,1,5,Rock,Island,Rock Island,TRUE,2,
Rocky Island,17-3460-51978,465506,830122,46,5,5,83,0,1,Rocky,Island,Rocky Island,TRUE,2,
Round Island,17-7183-50679,454357,781138,45,4,3,78,1,1,Round,Island,Round Island,TRUE,2,
Snake Island,17-5940-52128,470351,794543,47,0,3,79,4,5,Snake,Island,Snake Island,TRUE,2,
Thirteen Island,18-3714-49331,443229,763709,44,3,2,76,3,7,Thirteen,Island,Thirteen Island,TRUE,2,
Thirty Island,18-3730-49363,443416,763558,44,3,4,76,3,5,Thirty,Island,Thirty Island,TRUE,2,
Three Island,15-4856-54373,490527,931152,49,0,5,93,1,1,Three,Island,Three Island,TRUE,2,
Three Island,17-6662-50024,450927,785308,45,0,9,78,5,3,Three,Island,Three Island,TRUE,2,
Two Island,15-4591-56414,505530,933453,50,5,5,93,3,4,Two,Island,Two Island,TRUE,2,
Two Island,16-3263-53941,484038,892135,48,4,0,89,2,1,Two,Island,Two Island,TRUE,2,
Upper Island,16-7101-51724,464026,841511,46,4,0,84,1,5,Upper,Island,Upper Island,TRUE,2,
Willow Island,17-5555-52351,471601,801559,47,1,6,80,1,5,Willow,Island,Willow Island,TRUE,2,
Two Islands,17-7067-49934,450357,782230,45,0,3,78,2,2,Two,Islands,Two Islands,TRUE,2,
Lake of Islands,18-2830-49612,444623,774434,44,4,6,77,4,4,of,"Islands,","of Islands,",TRUE,2,
Belle Isle,17-5800-52577,472813,795619,47,2,8,79,5,6,Belle,Isle,Belle Isle,TRUE,2,
Happy Isle,17-6941-50691,454459,783017,45,4,4,78,3,0,Happy,Isle,Happy Isle,TRUE,2,
Lac des Isles,17-3873-54832,492934,823321,49,2,9,82,3,3,des,"Isles,","des Isles, La.",FALSE,3,
Little Jack,17-7366-49496,443947,780056,44,3,9,78,0,0,Little,Jack,Little Jack,TRUE,2,
A.Y. Jackson,17-4692-50966,460126,812353,46,0,1,81,2,3,A.Y.,Jackson,A.Y. Jackson,TRUE,2,
First James,18-3009-51045,460400,773429,46,0,4,77,3,4,First,James,First James,TRUE,2,
Second James,18-2993-51056,460436,773543,46,0,4,77,3,5,Second,James,Second James,TRUE,2,
Mary Jane,16-4235-54922,493447,880330,49,3,4,88,0,3,Mary,Jane,Mary Jane,TRUE,2,
Mary Jane,17-5898-50401,453038,795102,45,3,0,79,5,1,Mary,Jane,Mary Jane,TRUE,2,
Blue Jay,17-6618-50013,450853,785628,45,0,8,78,5,6,Blue,Jay,Blue Jay,TRUE,2,
Little Jean,17-6764-50116,451416,784512,45,1,4,78,4,5,Little,Jean,Little Jean,TRUE,2,
Lower Jean,17-6754-50105,451340,784556,45,1,3,78,4,5,Lower,Jean,Lower Jean,TRUE,2,
South Jean,17-6645-49978,450701,785432,45,0,7,78,5,4,South,Jean,South Jean,TRUE,2,
Lac St. Jean,17-5113-51685,464019,805110,46,4,0,80,5,1,St.,"Jean,","St. Jean, La.",FALSE,3,
Big Jefferson,17-5004-54229,485741,805939,48,5,7,80,5,9,Big,Jefferson,Big Jefferson,TRUE,2,
Big Jet,15-4263-55335,495705,940140,49,5,7,94,0,1,Big,Jet,Big Jet,TRUE,2,
Little Jet,15-4264-55321,495619,940132,49,5,6,94,0,1,Little,Jet,Little Jet,TRUE,2,
Slim Jim,16-5904-54995,493837,854451,49,3,8,85,4,4,Slim,Jim,Slim Jim,TRUE,2,
East Jinx,16-2858-53453,481335,895305,48,1,3,89,5,3,East,Jinx,East Jinx,TRUE,2,
West Joco,16-6807-52220,470742,843703,47,0,7,84,3,7,West,Joco,West Joco,TRUE,2,
Little Joe,15-5346-55533,500758,923058,50,0,7,92,3,0,Little,Joe,Little Joe,TRUE,2,
Little Joe,15-4383-55216,495044,935130,49,5,0,93,5,1,Little,Joe,Little Joe,TRUE,2,
Little Joe,15-4682-55795,502207,932651,50,2,2,93,2,6,Little,Joe,Little Joe,TRUE,2,
Little Joe,17-6799-50523,453611,784137,45,3,6,78,4,1,Little,Joe,Little Joe,TRUE,2,
Little Joe,17-6822-50371,452755,784011,45,2,7,78,4,0,Little,Joe,Little Joe,TRUE,2,
Little Joes,18-3715-49999,450834,763803,45,0,8,76,3,8,Little,Joes,Little Joes,TRUE,2,
Big John,17-4388-53260,480512,814920,48,0,5,81,4,9,Big,John,Big John,TRUE,2,
Little John,17-4404-53272,480551,814802,48,0,5,81,4,8,Little,John,Little John,TRUE,2,
St. John,17-6328-49494,444114,791929,44,4,1,79,1,9,St.,"John,","St. John,",TRUE,2,
Little Johns,18-3230-50588,453943,771620,45,3,9,77,1,6,Little,Johns,Little Johns,TRUE,2,
East Jones,17-5639-51862,464942,800944,46,4,9,80,0,9,East,Jones,East Jones,TRUE,2,
Little Joseph,17-6034-50057,451157,794100,45,1,1,79,4,1,Little,Joseph,Little Joseph,TRUE,2,
St. Joseph,16-7136-55204,494801,840153,49,4,8,84,0,1,St.,Joseph,St. Joseph,TRUE,2,
St. Joseph,15-6595-56606,510436,904325,51,0,4,90,4,3,St.,"Joseph,","St. Joseph,",TRUE,2,
St. Julien,16-6953-53751,483003,842122,48,3,0,84,2,1,St.,Julien,St. Julien,TRUE,2,
First Justin,17-5838-52437,472036,795328,47,2,0,79,5,3,First,Justin,First Justin,TRUE,2,
West Kabenung,16-6450-53469,481538,850245,48,1,5,85,0,2,West,Kabenung,West Kabenung,TRUE,2,
Jimmy Kash,16-6437-53384,481103,850359,48,1,1,85,0,3,Jimmy,Kash,Jimmy Kash,TRUE,2,
Upper Kawa,17-6640-50928,455817,785259,45,5,8,78,5,2,Upper,Kawa,Upper Kawa,TRUE,2,
Middle Kenetogami,17-4516-52935,474741,813848,47,4,7,81,3,8,Middle,Kenetogami,Middle Kenetogami,TRUE,2,
Upper Kenetogami,17-4510-52960,474904,813917,47,4,9,81,3,9,Upper,Kenetogami,Upper Kenetogami,TRUE,2,
Little Kennisis,17-6890-50140,451523,783527,45,1,5,78,3,5,Little,Kennisis,Little Kennisis,TRUE,2,
Little Kesagami,17-5521-55108,494457,801636,49,4,4,80,1,6,Little,Kesagami,Little Kesagami,TRUE,2,
Upper Kesagami,17-5515-55023,494024,801710,49,4,0,80,1,7,Upper,Kesagami,Upper Kesagami,TRUE,2,
Klondyke Lakes,,465938,820952,46,5,9,82,0,9,Klondyke,Lakes,,,,
Lower Klondyke,17-4164-51597,463517,820527,46,3,5,82,0,5,Lower,Klondyke,Lower Klondyke,TRUE,2,
Upper Klondyke,17-4154-51623,463638,820615,46,3,6,82,0,6,Upper,Klondyke,Upper Klondyke,TRUE,2,
Lac Barbotte,17-5362-51110,460913,803151,46,0,9,80,3,1,"Barbotte,",La.,"Barbotte, La.",TRUE,2,
Lac Brochet,17-4203-54698,492239,820552,49,2,2,82,0,5,"Brochet,",La.,"Brochet, La.",TRUE,2,
Lac Charette,17-4133-54628,491848,821136,49,1,8,82,1,1,"Charette,",La.,"Charette, La.",TRUE,2,
Lac Georges,18-5021-50500,453621,745825,45,3,6,74,5,8,"Georges,",La.,"Georges, La.",TRUE,2,
Lac Seul,15-5365-55747,501930,922913,50,1,9,92,2,9,"Seul,",La.,"Seul, La.",TRUE,2,
Lac Tonnerre,17-5753-51443,462700,800109,46,2,7,80,0,1,"Tonnerre,",La.,"Tonnerre, La.",TRUE,2,
West Lacasse,16-2951-54676,491943,894913,49,1,9,89,4,9,West,Lacasse,West Lacasse,TRUE,2,
de Lamorandiere,17-4648-50979,460207,812716,46,0,2,81,2,7,de,Lamorandiere,de Lamorandiere,TRUE,2,
West Larkin,16-6625-54379,490427,844632,49,0,4,84,4,6,West,Larkin,West Larkin,TRUE,2,
Upper Laughing,17-2973-52043,465749,833953,46,5,7,83,3,9,Upper,Laughing,Upper Laughing,TRUE,2,
Little Laundrie,17-5145-52182,470710,804834,47,0,7,80,4,8,Little,Laundrie,Little Laundrie,TRUE,2,
Upper Lawagamau,17-5733-55090,494351,795858,49,4,3,79,5,8,Upper,Lawagamau,Upper Lawagamau,TRUE,2,
Back Lawrence,15-4763-54581,491639,931931,49,1,6,93,1,9,Back,Lawrence,Back Lawrence,TRUE,2,
Upper Lawrence,15-4724-54519,491317,932246,49,1,3,93,2,2,Upper,Lawrence,Upper Lawrence,TRUE,2,
Tara Lee,15-5718-53967,484315,920127,48,4,3,92,0,1,Tara,Lee,Tara Lee,TRUE,2,
Little Leech,17-6561-49883,450158,790108,45,0,1,79,0,1,Little,Leech,Little Leech,TRUE,2,
Three Legged,17-5769-50127,451557,800113,45,1,5,80,0,1,Three,Legged,Three Legged,TRUE,2,
St. Leonard,17-4507-51189,461325,813822,46,1,3,81,3,8,St.,Leonard,St. Leonard,TRUE,2,
De Lesseps,15-6620-56188,504200,904222,50,4,2,90,4,2,De,Lesseps,De Lesseps,TRUE,2,
Northern Light,15-6723-53466,481504,904045,48,1,5,90,4,0,Northern,Light,Northern Light,TRUE,2,
Big Lighthouse,17-7330-50081,451123,780202,45,1,1,78,0,2,Big,Lighthouse,Big Lighthouse,TRUE,2,
Big Limestone,18-3420-50110,451411,770045,45,1,4,77,0,0,Big,Limestone,Big Limestone,TRUE,2,
Town Line,17-3338-51748,464228,831028,46,4,2,83,1,0,Town,Line,Town Line,TRUE,2,
Town Line,17-4944-49335,443325,810414,44,3,3,81,0,4,Town,Line,Town Line,TRUE,2,
West Little,17-4727-49771,445655,812046,44,5,6,81,2,0,West,Little,West Little,TRUE,2,
Loch Erne,15-6946-53876,483646,902137,48,3,6,90,2,1,"Erne,",Lo.,"Erne, Lo.",TRUE,2,
Loch Erne,17-5788-50395,453025,795931,45,3,0,79,5,9,"Erne,",Lo.,"Erne, Lo.",TRUE,2,
Loch Garry,18-5227-50110,451514,744236,45,1,5,74,4,2,"Garry,",Lo.,"Garry, Lo.",TRUE,2,
Loch Lomond,16-3272-53473,481526,891941,48,1,5,89,1,9,"Lomond,",Lo.,"Lomond, Lo.",TRUE,2,
Upper Lola,16-6780-53636,482408,843543,48,2,4,84,3,5,Upper,Lola,Upper Lola,TRUE,2,
Bagot Long,18-3704-50101,451404,763904,45,1,4,76,3,9,Bagot,Long,Bagot Long,TRUE,2,
Blithfield Long,18-3632-50095,451340,764432,45,1,3,76,4,4,Blithfield,Long,Blithfield Long,TRUE,2,
Burns Long,18-3372-50222,452011,770440,45,2,0,77,0,4,Burns,Long,Burns Long,TRUE,2,
Darling Long,18-3789-50098,451358,763232,45,1,3,76,3,2,Darling,Long,Darling Long,TRUE,2,
Donahue Long,18-3344-50244,452120,770651,45,2,1,77,0,6,Donahue,Long,Donahue Long,TRUE,2,
Lavant Long,18-3632-49993,450810,764422,45,0,8,76,4,4,Lavant,Long,Lavant Long,TRUE,2,
Little Long,15-5823-54593,491658,915208,49,1,6,91,5,2,Little,Long,Little Long,TRUE,2,
Little Long,17-4148-51682,463951,820651,46,3,9,82,0,6,Little,Long,Little Long,TRUE,2,
Little Long,17-7261-49513,444054,780852,44,4,0,78,0,8,Little,Long,Little Long,TRUE,2,
Little Long,17-6454-50342,452653,790829,45,2,6,79,0,8,Little,Long,Little Long,TRUE,2,
Little Long,17-5722-50832,455401,800407,45,5,4,80,0,4,Little,Long,Little Long,TRUE,2,
Little Long,18-4135-49346,443341,760519,44,3,3,76,0,5,Little,Long,Little Long,TRUE,2,
Little Long,18-3067-49861,450015,772711,45,0,0,77,2,7,Little,Long,Little Long,TRUE,2,
Lower Long,18-3164-50572,453845,772121,45,3,8,77,2,1,Lower,Long,Lower Long,TRUE,2,
Middle Long,18-3141-50577,453859,772310,45,3,8,77,2,3,Middle,Long,Middle Long,TRUE,2,
Sheffield Long,18-3404-49395,443535,770039,44,3,5,77,0,0,Sheffield,Long,Sheffield Long,TRUE,2,
Stewart Long,18-3126-49965,450556,772254,45,0,5,77,2,2,Stewart,Long,Stewart Long,TRUE,2,
Upper Long,18-3086-50610,454043,772727,45,4,0,77,2,7,Upper,Long,Upper Long,TRUE,2,
Flying Loon,15-6038-55223,495045,913325,49,5,0,91,3,3,Flying,Loon,Flying Loon,TRUE,2,
Little Loon,17-2976-52054,465824,833941,46,5,8,83,3,9,Little,Loon,Little Loon,TRUE,2,
Three Loon,17-3827-51271,461721,823123,46,1,7,82,3,1,Three,Loon,Three Loon,TRUE,2,
Little Louie,17-6774-50286,452324,784400,45,2,3,78,4,4,Little,Louie,Little Louie,TRUE,2,
St. Louis,17-4396-52772,473851,814815,47,3,8,81,4,8,St.,Louis,St. Louis,TRUE,2,
Marie Louise,16-3666-53601,482257,884805,48,2,2,88,4,8,Marie,Louise,Marie Louise,TRUE,2,
North Louise,17-5036-49026,441642,805716,44,1,6,80,5,7,North,Louise,North Louise,TRUE,2,
